DriverName,DriverID,Rookie,DRFAvg,DTAvg,DTTAvg,DNFRate,TDNFRate,DriverElo,DriverTElo,DriverTTElo,DriverRitmo,AvgLapsLedRate,AvgRacePos,AvgPosVariance,PositionStart,TeamName,TeamID,TRP,TTP,TeamDNFRate,TeamElo,TeamTElo,TeamRitmo,CarEngine,EngineID,EngineElo,EngineTElo,EngineTTElo,EventName,Track,TrackID,EventTrackType,EventTrackTypeID,EventDate,EventDateFormatted,EventID,Era,EraID,Status,StatusID,FieldSize,RacePoints,TotalPoints,Standings,ElapsedTime,TimeDiff,QualTime,QualSpeed,QualSegment,FirstPitLap,LastPitLap,AvgPitLap,LapsLed,AvgRacePosition,PosVariance,BestPosition,PositionFinish,NormalizedPositionFinish
Tristan Vautier,4257,0,0.680871212,0.717391304,0.592756579,0.2,0,1422.357169,1474.011126,1474.38477,0.649228019,0,40.98,521.05,21,Dale Coyne Racing,11,0.748484848,0.511491915,0.6,1341.139374,1534.770097,0.754794394,Honda,1,1410.442373,1470.681733,1456.40003,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,17,0.727272727
Simon Pagenaud,4276,0,0.483522727,0.479249012,0.329934222,0.1,0,1589.203068,1500.545575,1614.541454,0.435734937,,,,2,Team Penske,28,0.323674242,0.395542281,0.25,1663.141623,1533.354872,0.340940173,Chevrolet,0,1647.294019,1529.318267,1588.379455,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,11,0.454545455
Carlos Munoz,4429,0,0.464204545,0.716732543,0.507412877,0.2,0.333333333,1537.055445,1462.266982,1499.466474,0.463189163,,,,13,Andretti Global,3,0.438181818,0.487233686,0.5,1552.647601,1476.765143,0.436502411,Honda,1,1410.442373,1470.681733,1456.40003,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,22,0.954545455
Jack Hawksworth,4436,0,0.636174242,0.386363636,0.466379635,0.2,0,1441.938567,1514.961037,1548.639422,0.642613919,,,,14,A.J. Foyt Enterprises,1,0.503977273,0.633535931,0.45,1414.399051,1460.388735,0.570601128,Honda,1,1410.442373,1470.681733,1456.40003,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,14,0.590909091
Gabby Chaves,4437,1,0.519507576,,0.628458498,0,,1488.902579,1500,1478.057834,0.544809011,,,,22,Bryan Herta Autosport with Curb-Agajanian,6,0.519507576,0.555806512,0.05,1459.291692,1514.199507,0.549864112,Honda,1,1410.442373,1470.681733,1456.40003,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,15,0.636363636
Luca Filippi,4495,0,0.608333333,0.818181818,0.696550485,0.266666667,0.5,1453.864898,1462.172623,1425.105096,0.600895853,,,,6,CFH Racing,8,0.654292929,0.546442688,0.444444444,1489.381117,1500,0.611919592,Chevrolet,0,1647.294019,1529.318267,1588.379455,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,2,0.045454545
Stefano Coletti,4557,1,0.635606061,,0.786067194,0.111111111,,1426.485714,1500,1442.541128,0.713836213,,,,20,KVSH Racing,17,0.506818182,0.518383159,0.3,1467.146018,1499.069951,0.566947089,Chevrolet,0,1647.294019,1529.318267,1588.379455,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,23,1
Rodolfo Gonzalez,4561,0,0.909090909,,0.931818182,0.666666667,,1435.044319,1500,1449.51247,0.914585415,,,,23,Dale Coyne Racing,11,0.748484848,0.511491915,0.6,1341.139374,1534.770097,0.754794394,Honda,1,1410.442373,1470.681733,1456.40003,Honda Indy Toronto,Streets of Toronto,22,Street,2,6/14/2015,"Sunday, June 14, 2015",3292,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,18,0.772727273
Marco Andretti,3608,0,0.222159091,0.363095238,0.408681704,0.1,0,1599.269511,1516.357685,1555.018702,0.35239028,,,,3,Andretti Global,3,0.467727273,0.438948015,0.5,1524.759835,1513.407464,0.49254502,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,3,0.090909091
Ryan Briscoe,3616,0,0.389529221,0.285714286,0.376310572,0,0,1576.477032,1514.087842,1574.578974,0.392644701,0,20.81333333,450.8533333,16,Arrow McLaren,4,0.552272727,0.589142871,0.25,1491.931623,1457.306542,0.544253434,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,16,0.681818182
Ed Carpenter,3620,0,0.505492424,0.068452381,0.386301457,0.25,0,1482.813623,1552.792371,1538.15338,0.562894412,0,38.85666667,971.54,4,CFH Racing,8,0.514393939,0.695075758,0.4,1514.059708,1500,0.494806445,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,22,0.954545455
Helio Castroneves,3622,0,0.282954545,0.413690476,0.223995725,0.1,0,1651.763287,1509.625183,1640.321359,0.298771802,,,,2,Team Penske,28,0.306818182,0.248449586,0.25,1670.58496,1525.032836,0.323887977,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,23,1
Scott Dixon,3628,0,0.291477273,0.107142857,0.291574238,0.1,0,1689.390204,1548.607133,1650.833109,0.274867936,,,,7,Chip Ganassi Racing,9,0.501477273,0.392025695,0.25,1583.032131,1531.220049,0.45146197,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,6,0.227272727
Ryan Hunter-Reay,3645,0,0.578409091,0.523809524,0.418031244,0.2,0,1511.208241,1496.299258,1510.216469,0.555319761,,,,14,Andretti Global,3,0.467727273,0.438948015,0.5,1524.759835,1513.407464,0.49254502,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,15,0.636363636
Tony Kanaan,3648,0,0.492613636,0.041666667,0.263071879,0.1,0,1612.607823,1556.476411,1628.104289,0.372105089,,,,6,Chip Ganassi Racing,9,0.501477273,0.392025695,0.25,1583.032131,1531.220049,0.45146197,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,2,0.045454545
Will Power,3667,0,0.324431818,0.19047619,0.286289862,0.05,0,1675.31508,1536.918139,1619.5696,0.310006807,,,,8,Team Penske,28,0.306818182,0.248449586,0.25,1670.58496,1525.032836,0.323887977,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,19,0.818181818
Graham Rahal,3668,0,0.443181818,0.720238095,0.619452623,0.15,0.5,1552.80479,1472.696277,1459.205254,0.421985006,,,,19,Rahal Letterman Lanigan Racing,24,0.518181818,0.626521075,0.3,1521.951512,1472.345379,0.454896947,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,1,0
Pippa Mann,3756,0,0.742193676,1,0.802459768,0.428571429,1,1407.943626,1468,1404.885954,0.774684952,0.5,40.645,666.065,22,Dale Coyne Racing,11,0.735984848,0.710133584,0.55,1333.292167,1468.292957,0.753995255,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,13,0.545454545
Takuma Sato,3811,0,0.393181818,0.452380952,0.635204922,0.3,0.5,1489.866391,1507.494773,1438.765902,0.485500488,,,,9,A.J. Foyt Enterprises,1,0.478977273,0.672238201,0.4,1428.423313,1512.770296,0.558833196,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,18,0.772727273
Juan Pablo Montoya,4002,0,0.245454545,0.142857143,0.157670455,0.05,0,1675.181597,1523.230699,1638.421029,0.254351436,,,,5,Team Penske,28,0.306818182,0.248449586,0.25,1670.58496,1525.032836,0.323887977,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,4,0.136363636
Sebastien Bourdais,4021,0,0.335227273,0.633928571,0.656449141,0.1,0.5,1607.283696,1482.97402,1441.026555,0.349144835,,,,15,KVSH Racing,17,0.583333333,0.576935931,0.3,1466.767463,1504.445889,0.570941121,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,14,0.590909091
Charlie Kimball,4144,0,0.521590909,0.449404762,0.476279543,0.1,0.5,1513.583412,1506.079698,1531.158075,0.534354114,,,,13,Chip Ganassi Racing,9,0.501477273,0.392025695,0.25,1583.032131,1531.220049,0.45146197,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,8,0.318181818
Josef Newgarden,4215,0,0.477272727,0.610119048,0.478477656,0.25,0.5,1547.435065,1488.072169,1526.368453,0.451516529,,,,12,CFH Racing,8,0.514393939,0.695075758,0.4,1514.059708,1500,0.494806445,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,DNF,1,23,,,,,,,,,,,,,,,,21,0.909090909
James Jakes,4236,0,0.588068182,0.875,0.599802372,0.2,1,1421.908621,1476,1469.732003,0.647921172,,,,23,Arrow McLaren,4,0.552272727,0.589142871,0.25,1491.931623,1457.306542,0.544253434,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,7,0.272727273
Sage Karam,4247,0,0.684659091,,0.572916667,0.125,,1457.897757,1500,1488.75754,0.641169818,,,,10,Chip Ganassi Racing,9,0.501477273,0.392025695,0.25,1583.032131,1531.220049,0.45146197,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,5,0.181818182
Tristan Vautier,4257,0,0.659659091,0.833333333,0.740314147,0.2,1,1417.12014,1478.666667,1406.068144,0.662401177,,,,20,Dale Coyne Racing,11,0.735984848,0.710133584,0.55,1333.292167,1468.292957,0.753995255,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,17,0.727272727
Simon Pagenaud,4276,0,0.374431818,0.702380952,0.377192651,0.1,0.5,1586.601175,1474.468794,1562.028455,0.43887031,,,,1,Team Penske,28,0.306818182,0.248449586,0.25,1670.58496,1525.032836,0.323887977,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,9,0.363636364
Carlos Munoz,4429,0,0.555113636,0.625,0.438649892,0.25,0.5,1507.121835,1486.933008,1530.919695,0.545370383,,,,11,Andretti Global,3,0.467727273,0.438948015,0.5,1524.759835,1513.407464,0.49254502,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,11,0.454545455
Jack Hawksworth,4436,0,0.571022727,0.666666667,0.717633929,0.2,0,1443.761788,1489.706889,1422.033171,0.633943852,,,,17,A.J. Foyt Enterprises,1,0.478977273,0.672238201,0.4,1428.423313,1512.770296,0.558833196,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,10,0.409090909
Gabby Chaves,4437,1,0.530113636,,0.438920455,0,,1483.678879,1500,1510.044749,0.563007229,,,,18,Bryan Herta Autosport with Curb-Agajanian,6,0.530113636,0.612520292,0.05,1454.145183,1495.276476,0.564368689,Honda,1,1403.924492,1469.469502,1398.773832,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,20,0.863636364
Stefano Coletti,4557,1,0.777272727,,0.784090909,0.2,,1403.446215,1500,1467.519199,0.770716692,,,,21,KVSH Racing,17,0.583333333,0.576935931,0.3,1466.767463,1504.445889,0.570941121,Chevrolet,0,1653.8119,1530.530498,1601.226168,MAVTV 500,Auto Club Speedway,0,Oval,0,6/27/2015,"Saturday, June 27, 2015",3315,DW12 Era 2012-2017,0,Running,0,23,,,,,,,,,,,,,,,,12,0.5
Marco Andretti,3608,0,0.209090909,0.698757764,0.387496863,0.1,0.5,1619.69978,1476.924325,1578.184434,0.308806756,,,,9,Andretti Global,3,0.451515152,0.43594744,0.55,1536.205667,1491.635464,0.476109495,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,8,0.304347826
Ryan Briscoe,3616,0,0.47827381,0.423395445,0.401769539,0.05,0,1561.110643,1510.834309,1558.152263,0.440981691,0,22.905,435.415,2,Arrow McLaren,4,0.522727273,0.581684861,0.25,1500.424557,1491.110372,0.533088217,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,DNF,1,24,,,,,,,,,,,,,,,,21,0.869565217
Ed Carpenter,3620,0,0.658306277,0.473084886,0.42418439,0.3,0,1458.425421,1504.206253,1507.590052,0.628361109,0,44.275,1138.945,22,CFH Racing,8,0.609090909,0.773989899,0.454545455,1488.946625,1500,0.578969003,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,10,0.391304348
Helio Castroneves,3622,0,0.445454545,0.259834369,0.275729343,0.15,0,1609.530499,1528.290824,1597.809501,0.415652087,,,,24,Team Penske,28,0.397727273,0.270522644,0.3,1656.252467,1546.46111,0.366500808,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,2,0.043478261
Scott Dixon,3628,0,0.318181818,0.180124224,0.287287471,0.05,0,1693.611441,1539.562133,1656.909348,0.266934796,,,,10,Chip Ganassi Racing,9,0.436363636,0.378769436,0.2,1595.679688,1526.623002,0.408411993,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,7,0.260869565
Ryan Hunter-Reay,3645,0,0.618181818,0.476190476,0.432586737,0.25,0.5,1504.639278,1500.330833,1502.584564,0.568828104,,,,16,Andretti Global,3,0.451515152,0.43594744,0.55,1536.205667,1491.635464,0.476109495,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,13,0.52173913
Tony Kanaan,3648,0,0.345454545,0.243271222,0.248564057,0.1,0,1634.78212,1532.550542,1647.709542,0.317659177,,,,4,Chip Ganassi Racing,9,0.436363636,0.378769436,0.2,1595.679688,1526.623002,0.408411993,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,6,0.217391304
Will Power,3667,0,0.481818182,0.043478261,0.321749326,0.1,0,1642.816344,1556.251126,1590.448595,0.394709106,,,,14,Team Penske,28,0.397727273,0.270522644,0.3,1656.252467,1546.46111,0.366500808,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,DNF,1,24,,,,,,,,,,,,,,,,22,0.913043478
Graham Rahal,3668,0,0.418181818,0.635610766,0.578155781,0.15,0,1583.202604,1483.938425,1496.939141,0.351648804,,,,6,Rahal Letterman Lanigan Racing,24,0.418181818,0.584753004,0.25,1544.267011,1483.536647,0.379075003,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,3,0.086956522
Justin Wilson,3682,0,0.65952381,0.554865424,0.557149825,0.15,0,1489.14305,1492.398533,1460.213471,0.607376773,0,36.33666667,984.9666667,15,Andretti Global,3,0.451515152,0.43594744,0.55,1536.205667,1491.635464,0.476109495,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,DNF,1,24,,,,,,,,,,,,,,,,18,0.739130435
Pippa Mann,3756,0,0.729545455,,0.770334116,0.375,,1416.139886,1500,1412.420295,0.724901949,0,23.54,252.38,23,Dale Coyne Racing,11,0.709090909,0.705215588,0.55,1331.252199,1479.374097,0.734388489,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,DNF,1,24,,,,,,,,,,,,,,,,24,1
Takuma Sato,3811,0,0.472727273,0.463768116,0.644373079,0.3,0,1476.486207,1503.523342,1428.854772,0.533375272,,,,13,A.J. Foyt Enterprises,1,0.490909091,0.66681626,0.4,1425.470088,1509.448146,0.564179586,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,14,0.565217391
Juan Pablo Montoya,4002,0,0.272727273,0.047619048,0.15530303,0.05,0,1686.329784,1529.311616,1651.340202,0.234586888,,,,8,Team Penske,28,0.397727273,0.270522644,0.3,1656.252467,1546.46111,0.366500808,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,4,0.130434783
Sebastien Bourdais,4021,0,0.390909091,0.718426501,0.652079804,0.1,0.5,1595.012117,1474.939419,1442.553601,0.389441952,,,,11,KVSH Racing,17,0.559090909,0.574837172,0.3,1471.748988,1477.34933,0.566693035,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,1,0
Charlie Kimball,4144,0,0.572727273,0.704968944,0.465739695,0.05,0,1527.163832,1475.328089,1541.964496,0.498322648,,,,7,Chip Ganassi Racing,9,0.436363636,0.378769436,0.2,1595.679688,1526.623002,0.408411993,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,12,0.47826087
Josef Newgarden,4215,0,0.609090909,0.3126294,0.507185206,0.25,0,1520.136127,1523.940686,1499.796978,0.527784745,,,,1,CFH Racing,8,0.609090909,0.773989899,0.454545455,1488.946625,1500,0.578969003,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,5,0.173913043
James Jakes,4236,0,0.536363636,0.739130435,0.563460694,0.2,0,1446.41234,1484.695652,1489.065736,0.585261556,,,,5,Arrow McLaren,4,0.522727273,0.581684861,0.25,1500.424557,1491.110372,0.533088217,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,DNF,1,24,,,,,,,,,,,,,,,,23,0.956521739
Sage Karam,4247,0,0.566477273,,0.475142045,0.111111111,,1485.156322,1500,1512.182539,0.54620673,,,,3,Chip Ganassi Racing,9,0.436363636,0.378769436,0.2,1595.679688,1526.623002,0.408411993,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,DNF,1,24,,,,,,,,,,,,,,,,19,0.782608696
Tristan Vautier,4257,0,0.636363636,0.869565217,0.7388651,0.2,1,1412.929172,1476.347826,1401.867372,0.67332764,,,,20,Dale Coyne Racing,11,0.709090909,0.705215588,0.55,1331.252199,1479.374097,0.734388489,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,16,0.652173913
Simon Pagenaud,4276,0,0.390909091,0.381987578,0.376288898,0.1,0,1590.696338,1515.330836,1567.101374,0.426330362,,,,17,Team Penske,28,0.397727273,0.270522644,0.3,1656.252467,1546.46111,0.366500808,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,9,0.347826087
Carlos Munoz,4429,0,0.527272727,1,0.440094943,0.25,1,1512.55747,1468.359235,1533.02075,0.530188481,,,,18,Andretti Global,3,0.451515152,0.43594744,0.55,1536.205667,1491.635464,0.476109495,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,15,0.608695652
Jack Hawksworth,4436,0,0.509090909,0.428571429,0.683351371,0.2,0,1457.694779,1504.930664,1436.844422,0.596277951,,,,21,A.J. Foyt Enterprises,1,0.490909091,0.66681626,0.4,1425.470088,1509.448146,0.564179586,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,17,0.695652174
Gabby Chaves,4437,1,0.609090909,,0.580492424,0,,1465.031931,1500,1487.883167,0.62090434,,,,12,Bryan Herta Autosport with Curb-Agajanian,6,0.609090909,0.640422078,0.05,1438.700604,1500.280211,0.614500062,Honda,1,1429.787443,1469.469502,1423.167887,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,11,0.434782609
Stefano Coletti,4557,1,0.727272727,,0.689393939,0.181818182,,1414.915352,1500,1472.506917,0.718580313,,,,19,KVSH Racing,17,0.559090909,0.574837172,0.3,1471.748988,1477.34933,0.566693035,Chevrolet,0,1627.948949,1530.530498,1576.832113,ABC Supply Wisconsin 250,Milwaukee Mile,7,Oval,0,7/12/2015,"Sunday, July 12, 2015",3323,DW12 Era 2012-2017,0,DNF,1,24,,,,,,,,,,,,,,,,20,0.826086957
Marco Andretti,3608,0,0.260869565,0.578674948,0.382300048,0.1,0.5,1624.485656,1489.418056,1585.33715,0.308063554,,,,8,Andretti Global,3,0.520816864,0.442668117,0.55,1525.518233,1523.644483,0.487338336,Honda,1,1422.037359,1469.469502,1413.816423,Iowa Corn 300,Iowa Speedway,5,Oval,0,7/19/2015,"Sunday, July 19, 2015",3327,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,7,0.260869565
Ryan Briscoe,3616,0,0.499805901,0.380952381,0.437753822,0.1,0,1534.909848,1508.045309,1530.943532,0.512586846,0,29.5,479.94,19,Arrow McLaren,4,0.573517787,0.602394775,0.3,1476.320337,1488.770227,0.596422445,Honda,1,1422.037359,1469.469502,1413.816423,Iowa Corn 300,Iowa Speedway,5,Oval,0,7/19/2015,"Sunday, July 19, 2015",3327,DW12 Era 2012-2017,0,Running,0,24,,,,,,,,,,,,,,,,8,0.304347826
